PU_Borough,DO_Borough,pickup_ampm,pickup_hour,pickup_min_block,avg_duration,var_duration,TLI,avg_passenger_count,avg_trip_distance,avg_total_amount
Queens,Manhattan,PM,8,45,31,1242,0.66,1.4739231495605434,15.07,61.37
Bronx,Manhattan,PM,4,30,29,969,0.55,1.2482758620689656,4.13,27.3
Staten Island,Brooklyn,PM,7,45,37,698,0.32,1.0,16.49,57.99
Staten Island,Manhattan,PM,12,30,79,2143,0.45,1.0,12.8,90.4
Queens,Staten Island,AM,1,45,36,344,0.16,1.3076923076923077,27.76,80.2
Queens,Manhattan,PM,9,0,31,952,0.51,1.480979230604525,14.87,60.64
Queens,Staten Island,AM,2,0,38,280,0.12,1.25,26.96,92.43
Staten Island,Brooklyn,AM,9,0,28,832,0.49,1.0,13.27,50.31
Manhattan,Brooklyn,AM,4,30,21,593,0.48,1.3507382066978757,6.39,29.01
Bronx,Queens,AM,8,30,41,2047,0.83,1.0925925925925926,9.2,49.87
Staten Island,Staten Island,PM,3,15,48,2900,1.02,1.5,1.34,96.24
Brooklyn,Brooklyn,PM,10,15,12,537,0.74,1.385147891755821,2.46,18.03
Manhattan,Manhattan,PM,6,45,12,481,0.66,1.3954528686334473,4.39,16.39
Manhattan,Manhattan,PM,7,0,12,481,0.66,1.4022211803107365,2.94,16.48
Manhattan,EWR,PM,2,30,46,503,0.18,1.6767638036809815,17.33,99.44
EWR,EWR,PM,6,45,0,59,2.36,1.7953216374269003,0.24,93.75
Queens,Bronx,PM,4,45,47,1118,0.4,1.3856837606837606,15.55,60.01
Brooklyn,Bronx,PM,7,30,47,1219,0.43,1.1428571428571428,12.0,58.41
Queens,Bronx,PM,5,0,45,1089,0.4,1.429145728643216,15.88,60.93
EWR,EWR,PM,7,0,1,61,1.9,1.7628205128205128,0.8,100.18
Queens,Manhattan,AM,6,30,44,1419,0.54,1.4434034416826005,17.68,64.31
Bronx,Bronx,PM,12,15,19,1097,0.96,1.1538461538461535,2.71,21.35
Bronx,Brooklyn,PM,7,30,52,607,0.2,1.0,12.18,63.56
Brooklyn,Queens,PM,5,0,50,1450,0.49,1.3215859030837005,9.76,49.56
Staten Island,Manhattan,PM,8,0,52,762,0.24,1.0,11.56,79.84
Manhattan,Bronx,PM,2,45,36,1114,0.52,1.361154446177847,7.98,35.62
Manhattan,EWR,AM,12,0,38,455,0.2,1.5,16.06,91.27
EWR,EWR,AM,4,30,0,21,1.55,1.5217391304347827,0.71,96.13
Manhattan,EWR,AM,11,45,37,1353,0.62,1.6594516594516595,17.38,97.42
Manhattan,Manhattan,AM,4,30,9,521,0.92,1.3679947796714265,2.88,16.37
Queens,Brooklyn,PM,8,30,32,1021,0.53,1.3656733656733655,14.25,50.55
Queens,Bronx,AM,2,30,34,1478,0.72,1.476439790575916,18.42,63.06
Bronx,Bronx,AM,10,0,17,734,0.7,1.1019900497512438,2.38,20.93
Staten Island,Staten Island,AM,1,0,5,486,1.52,1.6363636363636365,1.77,45.63
EWR,Manhattan,AM,9,0,351,0,0.0,2.0,0.05,75.0
Manhattan,Bronx,PM,3,0,36,662,0.3,1.345687811831789,7.99,36.01
Staten Island,Manhattan,PM,7,45,88,0,0.0,1.0,0.0,95.56
Brooklyn,Queens,PM,4,45,48,1255,0.43,1.3116883116883118,10.24,49.93
Queens,Staten Island,PM,4,0,73,1390,0.32,1.5227272727272727,26.0,94.99
Queens,Staten Island,PM,3,45,65,993,0.25,1.5569620253164558,25.68,91.15
Queens,EWR,AM,9,15,58,779,0.22,1.7014925373134329,33.72,144.93
Manhattan,Bronx,AM,12,15,25,117,0.08,1.3923400280242877,8.94,33.95
Staten Island,Bronx,PM,3,45,56,0,0.0,1.0,24.6,81.75
Brooklyn,Staten Island,PM,6,30,41,759,0.31,1.2857142857142858,17.26,60.43
Bronx,Manhattan,AM,9,15,37,1048,0.47,1.0857988165680474,365.01,34.49
Staten Island,Bronx,PM,4,0,75,590,0.13,1.0,10.55,95.5
Brooklyn,Manhattan,PM,10,15,22,712,0.53,1.509433962264151,5.59,30.32
Staten Island,Manhattan,AM,5,30,115,2572,0.37,1.0,9.95,97.22
Brooklyn,Queens,AM,2,30,18,418,0.38,1.4634146341463414,5.72,27.09
Manhattan,Brooklyn,PM,6,30,30,847,0.47,1.3724652254064018,6.27,34.2
Manhattan,Staten Island,PM,1,45,55,1600,0.49,1.0714285714285714,16.2,83.57
Manhattan,Staten Island,PM,2,0,57,1359,0.4,1.2,15.9,86.26
Staten Island,Brooklyn,AM,8,30,51,953,0.31,1.0,15.82,65.06
Brooklyn,Brooklyn,AM,3,15,11,489,0.77,1.391304347826087,2.68,19.65
Queens,Staten Island,AM,1,30,39,421,0.18,1.4,26.91,90.41
Manhattan,EWR,AM,7,15,32,468,0.25,1.653456998313659,17.26,95.57
Bronx,Bronx,AM,5,15,18,3771,3.57,1.123076923076923,2.0,21.8
Staten Island,Queens,PM,1,15,75,731,0.16,1.0,16.91,97.92
Queens,Manhattan,PM,8,30,32,1055,0.55,1.4706298905923592,14.89,60.99
EWR,Staten Island,PM,6,15,34,0,0.0,4.0,15.97,99.05
Staten Island,Staten Island,PM,3,0,31,2086,1.11,1.4,1.36,67.91
Queens,Bronx,PM,4,30,45,716,0.27,1.4265159301130523,15.79,61.64
Staten Island,Staten Island,PM,2,45,54,3748,1.16,2.0,1.19,56.38
Bronx,Bronx,PM,12,0,17,1453,1.46,1.2110817941952507,2.99,22.74
Brooklyn,EWR,PM,1,15,50,943,0.31,1.0,18.06,110.52
Manhattan,Staten Island,AM,11,15,57,1426,0.41,1.3333333333333333,16.76,81.92
Manhattan,Manhattan,PM,6,30,13,486,0.64,1.3957219159907537,2.57,16.64
EWR,EWR,PM,6,30,0,54,2.18,1.8020833333333333,0.3,105.5
Manhattan,EWR,AM,11,30,37,773,0.35,1.6601851851851852,17.47,97.95
Staten Island,Staten Island,AM,12,15,3,283,1.45,1.375,1.02,63.79
Queens,Queens,PM,1,45,16,508,0.52,1.3819989057085538,10.3,29.15
Staten Island,Manhattan,PM,7,30,55,0,0.0,1.0,0.0,91.5
EWR,Manhattan,AM,8,30,28,0,0.0,1.0,14.7,86.45
Brooklyn,Manhattan,AM,3,15,22,602,0.46,1.446808510638298,6.16,32.38
Brooklyn,Queens,PM,4,30,46,985,0.35,1.3958333333333333,309.11,51.83
Manhattan,Bronx,PM,2,30,34,967,0.48,1.3505311077389983,7.8,35.12
Staten Island,Bronx,PM,3,30,94,1910,0.34,1.0,24.23,86.47
Bronx,Manhattan,AM,9,0,37,1073,0.48,1.0583756345177664,82.74,35.73
Bronx,Bronx,PM,7,15,14,673,0.82,1.2028985507246377,2.37,21.61
Brooklyn,Manhattan,PM,10,0,23,561,0.41,1.4952107279693487,5.59,30.4
Bronx,Manhattan,AM,8,45,38,990,0.43,1.0238095238095235,5.52,34.85
Brooklyn,Brooklyn,PM,5,15,16,776,0.79,1.4022268615170494,2.32,20.39
Manhattan,Bronx,AM,11,45,29,1006,0.58,1.3754152823920265,7.97,35.17
Queens,EWR,AM,9,0,55,727,0.22,1.6842105263157894,31.46,137.13
Queens,Queens,AM,11,15,15,1500,1.71,1.3803290083410564,5.16,26.02
Queens,EWR,AM,8,45,51,4409,1.45,1.6153846153846154,34.23,142.04
Manhattan,EWR,PM,9,15,36,462,0.21,1.4878048780487805,18.25,95.63
Staten Island,Bronx,AM,12,45,52,329,0.11,1.0,0.0,77.27
Manhattan,EWR,AM,7,0,31,871,0.47,1.6387351778656127,17.23,96.94
Queens,Staten Island,AM,12,45,38,454,0.2,1.431818181818182,26.46,86.92
Manhattan,Staten Island,PM,1,30,51,923,0.3,1.2432432432432432,17.95,81.36
Staten Island,Queens,PM,1,0,85,1768,0.35,1.2,19.0,83.74
Manhattan,EWR,AM,6,45,30,864,0.48,1.6046304541406946,123.0,96.17
Queens,Bronx,AM,9,15,32,1512,0.8,1.4855643044619422,14.31,53.74
EWR,Staten Island,PM,6,0,15,0,0.0,1.0,12.52,79.55
Brooklyn,Brooklyn,AM,3,0,10,567,0.93,1.362962962962963,2.4,19.51
Bronx,Bronx,AM,4,45,11,526,0.78,1.079710144927536,1.71,19.95
Bronx,Bronx,AM,5,0,10,469,0.8,1.0437956204379562,1.62,23.2
Manhattan,Bronx,AM,7,15,24,603,0.42,1.2714285714285714,7.16,29.51
Staten Island,Queens,AM,10,15,74,1092,0.25,1.0,13.53,84.0
Manhattan,Staten Island,AM,11,0,64,1723,0.45,1.4411764705882353,18.12,86.6
Staten Island,Staten Island,PM,2,30,24,2061,1.42,1.3,6.91,55.82
Brooklyn,Manhattan,PM,5,15,31,876,0.48,1.5261324041811846,5.44,32.5
Brooklyn,EWR,PM,1,0,51,921,0.3,1.875,17.63,103.02
Bronx,Queens,AM,2,15,23,551,0.39,1.0,7.68,47.13
Manhattan,Staten Island,AM,10,45,56,1867,0.56,1.12,18.57,81.26
Bronx,Staten Island,PM,6,15,98,951,0.16,1.0,18.21,93.32
Brooklyn,Queens,AM,9,15,35,1001,0.48,1.1348314606741574,422.95,46.71
Brooklyn,Bronx,PM,1,15,62,1140,0.3,1.0285714285714285,10.03,61.66
Staten Island,Staten Island,AM,12,0,0,24,0.97,1.5,0.26,62.58
Staten Island,Staten Island,AM,11,45,37,2446,1.11,1.6666666666666667,0.08,45.15
Brooklyn,Manhattan,AM,2,45,21,445,0.35,1.4128686327077749,5.96,31.35
Brooklyn,EWR,AM,10,15,42,591,0.23,1.5,18.2,109.89
Staten Island,Bronx,AM,8,15,97,0,0.0,1.0,22.1,95.5
Bronx,Brooklyn,PM,1,15,62,908,0.24,1.0,15.82,63.97
Brooklyn,Manhattan,AM,3,0,23,788,0.57,1.36,107.07,32.27
Queens,Staten Island,AM,8,15,56,938,0.28,1.3095238095238095,24.59,83.0
Manhattan,EWR,PM,8,45,34,553,0.27,1.5089820359281436,16.65,92.14
Brooklyn,Brooklyn,PM,4,45,17,888,0.86,1.3633633633633633,2.4,18.79
Manhattan,EWR,PM,9,0,35,463,0.22,1.4406779661016949,17.16,94.52
Brooklyn,Brooklyn,PM,5,0,17,1035,0.99,1.371565934065934,2.41,18.92
Bronx,Manhattan,AM,8,30,39,1074,0.46,1.0578512396694215,5.72,34.93
Manhattan,Staten Island,AM,6,15,36,407,0.19,1.25,17.58,72.39
EWR,Queens,PM,3,45,78,0,0.0,1.0,32.18,138.72
Queens,Queens,AM,10,45,15,1537,1.75,1.3588668555240793,5.31,25.95
Bronx,Bronx,PM,7,0,16,867,0.92,1.2232558139534884,2.43,26.65
Queens,Brooklyn,PM,2,15,43,861,0.34,1.402133649429545,13.35,50.19
Queens,Queens,AM,11,0,15,1319,1.5,1.3743413516609393,5.18,25.53
EWR,Queens,PM,4,0,127,2331,0.31,1.0,18.13,124.56
Manhattan,Bronx,AM,11,30,29,738,0.43,1.4322097378277154,7.99,34.97
Bronx,Bronx,PM,6,45,15,797,0.87,1.368,2.4,26.0
Queens,EWR,AM,8,30,55,726,0.22,1.5555555555555556,32.63,142.66
Bronx,Bronx,AM,4,30,10,578,1.0,1.156862745098039,1.83,21.76
Manhattan,EWR,AM,6,30,31,418,0.23,1.6037735849056605,16.99,96.32
Brooklyn,Brooklyn,AM,2,30,11,1324,1.92,1.3717201166180757,2.64,19.83
Queens,Staten Island,AM,12,30,39,417,0.18,1.5833333333333333,26.46,89.6
Queens,Bronx,AM,9,0,34,1560,0.77,1.4405405405405405,14.57,53.87
Queens,Bronx,AM,8,45,36,1002,0.47,1.3653846153846154,14.77,55.48
Staten Island,Queens,PM,12,15,60,0,0.0,1.0,23.4,95.56
Manhattan,Staten Island,PM,12,45,53,1462,0.46,1.3846153846153846,16.82,79.39
Bronx,Queens,PM,4,15,50,1291,0.43,1.0103092783505154,8.14,46.68
Staten Island,Staten Island,AM,7,15,89,0,0.0,1.0,0.0,99.56
Manhattan,Bronx,PM,9,15,25,1072,0.73,1.3165394402035624,8.76,35.03
Queens,Queens,AM,6,15,17,1135,1.09,1.3895825900820549,6.7,31.48
Bronx,Staten Island,PM,5,45,83,2601,0.52,1.0,20.92,101.38
Bronx,Queens,AM,1,45,28,718,0.43,1.2142857142857142,9.42,47.23
Brooklyn,Queens,AM,9,0,33,997,0.51,1.2253521126760565,10.54,45.19
Manhattan,Bronx,AM,6,45,22,1349,1.01,1.2613636363636365,127.83,29.03
Bronx,Staten Island,PM,6,0,104,1208,0.19,1.0,19.3,90.29
Brooklyn,Queens,AM,8,45,35,1055,0.51,1.218274111675127,478.74,47.65
Brooklyn,EWR,PM,12,15,48,475,0.17,1.25,18.09,96.98
Staten Island,Queens,AM,10,0,84,2221,0.44,1.0,9.3,93.83
Manhattan,Staten Island,AM,10,30,55,1437,0.43,1.818181818181818,18.06,83.54
Manhattan,Bronx,AM,7,0,23,630,0.46,1.2771084337349397,7.04,29.18
Brooklyn,Manhattan,PM,4,45,31,750,0.41,1.4468864468864469,91.83,33.28
Bronx,Queens,AM,2,0,36,994,0.46,1.25,7.57,50.21
Brooklyn,EWR,AM,10,0,42,478,0.19,1.75,15.47,100.98
Brooklyn,Manhattan,AM,2,30,20,471,0.39,1.5800970873786409,5.88,30.83
Queens,Queens,PM,12,45,15,947,1.05,1.3754975245121832,5.28,27.78
Bronx,Staten Island,AM,3,30,40,0,0.0,1.0,0.0,87.4
Manhattan,Staten Island,PM,8,15,43,989,0.39,1.393939393939394,19.54,86.17
Bronx,Brooklyn,PM,1,0,60,926,0.26,1.0130718954248366,16.38,64.21
Brooklyn,Bronx,PM,1,0,63,1241,0.33,1.0121951219512195,12.57,61.57
Staten Island,Bronx,AM,8,0,91,0,0.0,1.0,41.2,81.1
Staten Island,Staten Island,AM,11,30,31,2681,1.46,1.0,2.52,22.13
Manhattan,Queens,AM,4,15,22,259,0.19,1.431321084864392,26.06,45.23
Queens,Staten Island,AM,8,0,55,763,0.23,1.2058823529411764,24.6,82.4
Queens,Staten Island,AM,7,45,52,895,0.29,1.2962962962962965,24.46,82.81
Manhattan,Staten Island,AM,5,45,35,250,0.12,1.3571428571428572,21.05,74.05
Bronx,Brooklyn,AM,10,15,55,1043,0.32,1.0,12.64,63.18
Brooklyn,Bronx,AM,10,15,55,1053,0.32,1.0121951219512195,13.42,63.01
Queens,Queens,AM,10,30,15,1520,1.67,1.3631473473262314,5.48,26.0
Brooklyn,Brooklyn,PM,4,30,16,634,0.65,1.3861236802413273,48.16,19.99
Staten Island,Manhattan,PM,1,15,63,662,0.18,1.1666666666666667,19.67,90.07
Manhattan,Staten Island,AM,6,0,36,485,0.23,1.125,21.78,75.87
Manhattan,EWR,PM,8,30,36,545,0.25,1.5026455026455026,16.97,93.56
Bronx,Bronx,PM,6,30,15,769,0.88,1.3014705882352942,2.1,25.04
Staten Island,Staten Island,PM,9,15,3,237,1.5,1.3333333333333333,1.05,63.12
Manhattan,Staten Island,PM,12,30,58,1389,0.4,1.261904761904762,14.83,83.3
Staten Island,Queens,PM,12,0,60,817,0.23,1.0,6.84,79.51
Queens,Queens,PM,8,15,15,1259,1.4,1.398176900731243,6.51,27.02
Bronx,Queens,PM,3,45,50,1481,0.5,1.0434782608695652,6.42,48.49
Staten Island,Staten Island,AM,7,0,21,3476,2.75,1.0,0.0,107.91
Staten Island,Staten Island,AM,6,45,1,0,0.0,3.0,0.27,16.9
Bronx,Queens,PM,4,0,54,1197,0.37,1.0526315789473684,8.73,47.28
Manhattan,Bronx,PM,9,0,24,883,0.62,1.3384069000507357,8.71,34.47
Staten Island,Brooklyn,PM,4,15,46,755,0.28,1.0,8.89,55.22
Queens,Bronx,AM,8,30,37,1592,0.73,1.3661971830985915,15.21,55.54
EWR,Queens,AM,12,45,41,0,0.0,1.0,30.3,98.6
EWR,Brooklyn,PM,4,15,44,0,0.0,1.0,21.08,97.92
Manhattan,Bronx,PM,8,45,24,1025,0.7,1.3624429223744292,8.83,35.58
Brooklyn,EWR,AM,5,15,34,499,0.25,1.2,17.74,100.52
Queens,Brooklyn,AM,11,15,36,1595,0.74,1.3547008547008548,12.81,47.12
Bronx,Queens,AM,1,30,28,705,0.42,1.2,11.89,41.14
Brooklyn,Manhattan,PM,4,30,31,1058,0.56,1.4762532981530343,5.47,32.83
Queens,Staten Island,PM,9,45,41,438,0.18,1.3968253968253967,25.12,82.75
Bronx,Staten Island,PM,5,30,134,4056,0.51,1.0,13.57,90.89
Brooklyn,Queens,AM,8,30,34,999,0.49,1.2511627906976743,11.04,45.67
Queens,Queens,AM,6,0,17,1272,1.27,1.4060593737291582,6.62,31.77
Brooklyn,EWR,PM,12,0,50,911,0.3,1.2727272727272727,18.16,110.88
Manhattan,Bronx,AM,6,30,20,492,0.42,1.2226277372262773,6.96,28.53
Manhattan,Queens,PM,6,15,38,1154,0.51,1.4157091019050498,19.81,51.47
Queens,Queens,AM,5,45,15,1185,1.32,1.3781512605042017,6.58,32.96
Queens,Manhattan,PM,1,45,44,135,0.05,1.5392606583917972,13.96,59.68
Manhattan,Queens,AM,4,0,22,778,0.59,1.4292807300053676,44.67,42.4
EWR,Manhattan,PM,4,15,51,0,0.0,3.0,17.66,116.55
Queens,Queens,PM,12,30,15,1648,1.77,1.3658610271903324,5.37,27.69
Staten Island,Queens,PM,7,15,66,831,0.21,1.0,24.77,86.37
Bronx,Brooklyn,PM,12,15,61,984,0.27,1.0,10.59,65.21
Manhattan,Queens,AM,3,45,22,773,0.6,1.443237106714239,11.13,40.29
Queens,Manhattan,AM,11,15,39,1837,0.78,1.4988624988624988,15.23,57.0
Manhattan,Staten Island,PM,7,45,45,885,0.32,1.156862745098039,18.08,83.99
Manhattan,Staten Island,PM,8,0,45,798,0.3,1.4901960784313726,18.66,85.84
Queens,Staten Island,AM,7,30,50,685,0.23,1.75,26.74,96.93
Brooklyn,Bronx,PM,12,15,61,1069,0.29,1.0,11.36,63.25
Brooklyn,Brooklyn,AM,9,15,20,960,0.81,1.1261410788381745,2.79,20.29
Brooklyn,EWR,PM,7,15,54,485,0.15,1.6,15.13,114.6
Staten Island,Staten Island,PM,9,0,33,2591,1.29,1.0,0.6,62.4
Manhattan,Staten Island,AM,5,30,38,300,0.13,1.0126582278481011,21.78,71.1
Brooklyn,Bronx,AM,10,0,55,1122,0.34,1.0,11.82,62.47
Bronx,Brooklyn,AM,10,0,54,920,0.28,1.0,11.86,62.99
Staten Island,Staten Island,PM,8,45,32,2419,1.25,1.0,1.64,33.43
Manhattan,Queens,PM,10,30,22,687,0.51,1.3642314990512334,6.5,31.69
Staten Island,Manhattan,PM,1,0,96,3265,0.56,1.0,10.45,93.92
Staten Island,Queens,AM,4,45,43,889,0.35,1.0,16.85,76.32
Bronx,Manhattan,AM,2,15,17,511,0.49,1.0833333333333333,4.13,22.49
Queens,Queens,PM,7,45,15,1144,1.24,1.439887376818395,6.68,28.57
EWR,Brooklyn,PM,4,0,74,0,0.0,2.0,15.93,110.8
Queens,EWR,AM,2,15,44,527,0.2,1.6,31.44,147.89
Bronx,Queens,PM,3,30,45,1390,0.51,1.0,9.18,48.01
Brooklyn,EWR,AM,4,45,34,330,0.16,1.0,17.75,100.85
Manhattan,Bronx,PM,8,30,25,571,0.37,1.346836847946726,8.57,34.31
Queens,Queens,PM,8,0,15,1004,1.09,1.42054606167747,6.45,27.69
Staten Island,Staten Island,AM,6,30,0,0,0.0,1.0,0.0,0.0
Brooklyn,Manhattan,AM,9,15,33,1387,0.7,1.168631006346328,189.57,34.2
Staten Island,Manhattan,AM,10,15,84,1959,0.39,1.0,9.64,88.07
Queens,Brooklyn,AM,10,45,35,1245,0.6,1.387948717948718,15.12,46.0
Queens,Brooklyn,AM,11,0,35,1713,0.81,1.3823680164018453,12.69,46.7
Staten Island,Brooklyn,PM,4,0,49,1887,0.64,1.1428571428571428,12.64,53.25
Brooklyn,EWR,AM,5,0,39,703,0.3,2.0,17.5,99.14
Bronx,Queens,AM,12,45,26,800,0.52,1.2727272727272727,6.61,41.0
Brooklyn,Bronx,AM,5,15,35,530,0.25,1.0,13.33,60.94
Manhattan,Queens,PM,6,0,41,1207,0.49,1.4549200363153851,11.48,53.29
Staten Island,Bronx,PM,9,30,69,0,0.0,1.0,0.1,95.5
Queens,Staten Island,PM,9,30,42,486,0.19,1.7105263157894737,25.8,87.45
Queens,Queens,AM,5,30,15,363,0.41,1.4214449541284404,7.17,34.16
Bronx,Brooklyn,AM,5,15,43,873,0.34,1.0,15.7,67.05
Manhattan,Queens,PM,5,45,43,1248,0.48,1.4699091996902935,17.17,54.62
Queens,Manhattan,AM,11,0,39,1604,0.69,1.4953951696269148,12.52,56.47
EWR,Manhattan,PM,4,0,115,5989,0.86,1.0,8.93,90.77
Bronx,Brooklyn,PM,12,0,59,963,0.27,1.0,10.67,63.1
Manhattan,Queens,AM,3,30,21,737,0.57,1.4658073755818115,36.2,37.16
Staten Island,Queens,PM,6,45,63,34,0.01,1.0,0.0,80.45
Brooklyn,Brooklyn,AM,9,0,19,1128,0.98,1.1156118143459917,216.15,19.41
EWR,EWR,PM,11,15,0,9,0.54,1.3333333333333333,6.6,111.57
Brooklyn,Bronx,PM,12,0,62,3102,0.83,1.0,12.57,62.14
Queens,Manhattan,AM,10,45,38,1561,0.68,1.490686411474341,12.45,56.05
Manhattan,Staten Island,PM,7,30,50,1045,0.35,1.25,17.84,87.8
Queens,Brooklyn,AM,6,15,37,1443,0.66,1.3534458106948812,16.76,50.46
Brooklyn,Brooklyn,AM,8,45,20,961,0.82,1.1385135135135136,2.6,20.11
Brooklyn,EWR,PM,6,45,47,425,0.15,2.0,18.45,106.78
Queens,Brooklyn,PM,12,45,37,1328,0.59,1.3755707762557077,13.28,48.84
Manhattan,Brooklyn,AM,4,15,21,330,0.26,1.3794871794871797,6.39,29.28
Staten Island,Staten Island,PM,8,30,67,3491,0.87,1.375,0.4,73.42
Bronx,Queens,AM,8,15,42,1254,0.5,1.0,11.89,55.73
Bronx,Manhattan,PM,4,15,31,990,0.53,1.1726618705035972,4.46,29.9
Brooklyn,EWR,PM,7,0,51,651,0.21,1.0,12.97,95.97
Queens,EWR,PM,4,15,81,1645,0.34,1.6153846153846154,32.71,158.07
Brooklyn,Staten Island,AM,4,15,21,903,0.7,1.0,10.2,42.38
Staten Island,Manhattan,PM,12,15,96,1961,0.34,1.0,5.98,93.44
Staten Island,Queens,AM,4,30,47,610,0.21,2.0,13.02,74.78
Bronx,Brooklyn,PM,7,15,54,988,0.31,1.1923076923076923,10.57,61.42
Bronx,Staten Island,AM,9,45,86,680,0.13,1.0,23.84,76.0
Brooklyn,Manhattan,AM,8,45,31,1002,0.54,1.170846394984326,512.02,32.81
Queens,EWR,AM,1,45,48,353,0.12,1.375,31.85,148.99
Brooklyn,Manhattan,AM,9,0,32,1025,0.53,1.167644593461861,45.95,33.67
Brooklyn,Bronx,PM,7,15,48,944,0.33,1.03921568627451,9.44,56.79
Staten Island,Brooklyn,PM,3,30,40,1850,0.77,1.375,11.28,50.51
Queens,Queens,PM,7,30,16,1033,1.06,1.433210332103321,6.79,29.32
Brooklyn,EWR,AM,4,30,33,311,0.16,1.0,17.06,95.58
Queens,Manhattan,AM,6,15,42,1315,0.52,1.424245953185047,22.23,65.7
Queens,EWR,AM,2,0,48,148,0.05,1.0,33.98,156.4
Queens,Brooklyn,AM,10,30,35,1599,0.77,1.403445800430725,12.65,46.22
Bronx,Manhattan,AM,1,45,17,512,0.52,1.1724137931034482,4.04,20.58
Staten Island,Manhattan,AM,10,0,82,2561,0.52,1.0714285714285714,13.1,79.21
Bronx,Manhattan,AM,2,0,17,808,0.81,1.1764705882352942,3.84,21.08
EWR,EWR,AM,4,15,0,10,0.99,2.025,0.01,101.58
Brooklyn,Bronx,AM,5,0,34,307,0.15,1.0,8.72,62.19
Bronx,Queens,AM,12,30,23,355,0.26,1.1,4.67,39.08
Manhattan,Queens,PM,5,30,45,1286,0.47,1.4705067300079178,11.97,55.77
Queens,Bronx,AM,2,15,29,545,0.32,1.39647577092511,18.12,61.72
Manhattan,Manhattan,AM,4,15,10,465,0.81,1.4095739876561797,4.26,16.53
Queens,Brooklyn,PM,8,15,32,1496,0.79,1.377658274260572,14.19,50.33
Bronx,Brooklyn,AM,5,0,43,632,0.24,1.0,17.44,67.04
Brooklyn,Bronx,AM,4,45,32,505,0.26,1.0,12.26,57.42
Queens,Manhattan,PM,12,45,42,1175,0.47,1.5453203743700503,15.0,59.46
Staten Island,EWR,PM,3,15,35,0,0.0,2.0,15.11,97.56
Bronx,Brooklyn,AM,4,45,46,1089,0.4,1.0,13.14,59.78
Staten Island,Manhattan,AM,5,15,84,2631,0.52,1.0,8.63,86.59
Staten Island,Queens,PM,6,30,69,640,0.15,1.0,8.28,84.42
Manhattan,Brooklyn,PM,6,15,31,804,0.43,1.3608384186786946,37.89,34.93
Queens,Brooklyn,AM,6,0,35,1057,0.51,1.332308743169399,14.21,48.87
Queens,Brooklyn,AM,5,45,32,1060,0.55,1.3479899497487438,14.39,49.09
EWR,EWR,PM,11,0,0,0,0.04,1.0,0.01,122.58
EWR,EWR,PM,10,45,0,15,1.06,2.3333333333333335,0.0,140.2
Brooklyn,Brooklyn,AM,8,30,21,971,0.77,1.2082568807339449,2.58,20.26
EWR,Queens,AM,7,30,62,0,0.0,1.0,21.74,81.0
Queens,Manhattan,AM,10,30,38,1629,0.71,1.4833150484549278,12.5,56.14
Brooklyn,Queens,AM,2,15,19,501,0.44,1.381578947368421,6.72,27.84
EWR,Manhattan,PM,3,30,12,1025,1.4,1.3333333333333333,5.29,42.79
Brooklyn,Staten Island,PM,6,15,39,156,0.07,1.0,19.53,59.88
Bronx,Manhattan,PM,3,45,33,981,0.5,1.3475609756097562,5.2,31.02
Staten Island,Manhattan,PM,12,0,76,1371,0.3,1.1111111111111112,17.0,91.88
Manhattan,Brooklyn,AM,4,0,21,795,0.64,1.3825806451612903,28.05,28.77
Queens,Brooklyn,PM,12,30,38,1301,0.58,1.366165718927701,13.24,48.55
Queens,Manhattan,PM,8,15,32,1265,0.66,1.4703834016467772,14.94,60.9
Bronx,Queens,AM,8,0,44,1008,0.38,1.051282051282051,8.38,52.23
Queens,Staten Island,AM,1,15,37,438,0.2,1.5833333333333333,26.82,85.46
Queens,EWR,PM,3,45,81,1520,0.31,1.6181818181818182,33.43,153.02
Bronx,Queens,AM,7,45,39,820,0.35,0.9655172413793104,9.87,53.11
Queens,EWR,PM,4,0,84,1455,0.29,1.603305785123967,32.73,158.56
Staten Island,Brooklyn,AM,8,15,44,1391,0.53,1.0,13.24,66.38
Manhattan,Brooklyn,AM,3,45,21,494,0.4,1.3815366049879323,37.61,28.43
Brooklyn,Staten Island,AM,4,0,13,755,0.98,1.5,8.12,43.44
Brooklyn,EWR,PM,6,30,58,690,0.2,1.0,15.96,111.93
Brooklyn,Staten Island,AM,3,45,11,0,0.0,3.0,7.09,43.0
Staten Island,Bronx,AM,1,15,50,230,0.08,1.0,0.0,81.55
Bronx,Manhattan,AM,1,30,17,533,0.53,1.606060606060606,4.68,25.31
Queens,Manhattan,AM,6,0,40,1039,0.44,1.4321205321365604,16.74,65.38
Brooklyn,Manhattan,AM,8,30,31,985,0.52,1.1673582295988936,137.26,33.15
Manhattan,Manhattan,PM,6,15,13,499,0.65,1.3921985443199854,3.49,16.73
Staten Island,Brooklyn,AM,4,45,20,34,0.03,1.0,0.0,39.88
EWR,EWR,PM,6,15,1,126,3.36,1.761904761904762,0.26,94.14
Brooklyn,Bronx,PM,7,0,52,1055,0.34,1.069767441860465,13.23,62.85
Bronx,Staten Island,AM,9,30,86,860,0.17,1.0,24.2,75.59
Queens,Manhattan,AM,5,45,37,872,0.4,1.414279869067103,16.51,65.28
Queens,Bronx,PM,4,15,48,1167,0.41,1.3902012248468942,15.06,60.47
