BOROUGH,tf_ampm,tf_hour,tf_min_block,avg_speed,CI
Bronx,PM,08,15,34.25481953887839,0.3149036092224322
Queens,PM,11,15,43.066546595837316,0.13866906808325363
Queens,PM,05,15,31.14169688351104,0.3771660623297791
Staten Island,AM,03,15,41.66800391149394,0.1666399217701212
Staten Island,AM,10,00,38.212796766929415,0.23574406466141173
Bronx,PM,09,00,36.07842380563944,0.27843152388721126
Queens,PM,12,00,38.133252161683515,0.23733495676632965
Queens,PM,06,00,32.08127773370653,0.3583744453258695
Staten Island,AM,04,00,42.31337854904661,0.1537324290190678
Staten island,AM,01,00,40.18335074804085,0.19633298503918295
Staten Island,AM,12,45,41.357047712779604,0.1728590457444079
Staten Island,AM,06,45,38.929346700677726,0.2214130659864455
Queens,PM,08,45,40.468005763574475,0.19063988472851046
Staten Island,PM,01,45,37.07218550544911,0.25855628989101775
Staten island,AM,10,30,37.408556509631005,0.25182886980737995
Staten island,AM,03,45,40.58398711524697,0.18832025769506056
Staten Island,AM,07,30,38.10632533315201,0.23787349333695984
Queens,PM,09,30,41.562540817634286,0.16874918364731428
Staten Island,PM,02,30,35.90873341399343,0.28182533172013136
Staten island,AM,04,30,40.93897558640499,0.18122048827190018
Staten island,PM,12,15,36.7557762777242,0.264884474445516
Staten Island,PM,09,15,39.473444892775994,0.21053110214448012
Staten island,PM,06,15,33.767085754125034,0.32465828491749926
Manhattan,AM,02,45,23.54874665674349,0.5290250668651302
Staten island,PM,07,00,36.83620342160769,0.2632759315678461
Brooklyn,AM,02,15,40.67955650276551,0.18640886994468986
Manhattan,AM,03,30,24.294883513931882,0.5141023297213623
Manhattan,PM,11,15,23.092396598682534,0.5381520680263494
Brooklyn,AM,03,00,41.159761959433595,0.17680476081132812
Manhattan,PM,12,00,22.99236431454945,0.540152713709011
Manhattan,PM,05,15,17.73010512583245,0.645397897483351
Brooklyn,AM,11,45,33.14228161426068,0.33715436771478635
Staten island,PM,09,45,39.826895611207554,0.20346208777584895
Bronx,AM,01,30,39.36874889047081,0.21262502219058377
Manhattan,PM,06,00,18.3328095930342,0.633343808139316
Brooklyn,AM,12,30,39.49100956270545,0.21017980874589104
Brooklyn,AM,05,45,40.1583740187935,0.19683251962412995
Queens,AM,11,15,38.09566296712773,0.2380867406574454
Bronx,AM,08,15,32.24752243792245,0.355049551241551
Brooklyn,PM,01,30,33.31641153722203,0.3336717692555594
Bronx,PM,03,15,26.31687061561097,0.4736625876877806
Bronx,PM,10,00,37.46878270401741,0.2506243459196519
Brooklyn,AM,06,30,35.88896325143022,0.28222073497139566
Manhattan,PM,08,45,24.213310282576927,0.5157337943484614
Queens,AM,12,00,43.61354806859177,0.12772903862816465
Queens,AM,05,15,48.42054337747503,0.031589132450499435
Bronx,AM,09,00,31.747626241686106,0.3650474751662779
Bronx,PM,04,00,25.667914995785537,0.4866417000842893
Queens,AM,06,00,44.841251483901665,0.10317497032196665
Brooklyn,PM,08,15,36.52464937085559,0.2695070125828881
Manhattan,PM,09,30,24.216457263596173,0.5156708547280766
Queens,PM,01,00,37.732269885892215,0.24535460228215566
Brooklyn,PM,09,00,37.615002413396226,0.24769995173207549
Bronx,PM,12,45,29.71798901410631,0.4056402197178738
Bronx,PM,06,45,29.357639514820622,0.41284720970358757
Queens,PM,10,30,42.58362186192475,0.14832756276150505
Queens,PM,03,45,31.83629594584392,0.36327408108312165
Queens,AM,08,45,37.0618952091255,0.25876209581749
Staten Island,AM,01,45,41.25550158171752,0.17488996836564963
Bronx,PM,07,30,31.882691498640412,0.3623461700271917
Staten Island,AM,02,30,41.33685635703951,0.17326287285920983
Queens,AM,09,30,38.730235382452406,0.2253952923509519
Queens,PM,04,30,31.00421836414353,0.37991563271712936
Staten Island,PM,10,15,40.13389945980812,0.1973220108038376
Staten Island,AM,09,15,38.12326095498769,0.23753478090024616
Staten island,AM,12,15,39.731073619631914,0.20537852760736175
Staten Island,PM,11,00,40.5382053541543,0.189235892916914
Staten Island,PM,04,15,33.597663917705056,0.3280467216458989
Staten island,AM,06,15,41.31374789105812,0.17372504217883755
Staten island,PM,01,15,36.51,0.26980000000000004
Staten Island,PM,05,00,33.57087825764695,0.32858243484706096
Staten island,PM,02,00,35.72305788982259,0.2855388422035482
Staten island,AM,07,00,40.457220891231444,0.19085558217537113
Manhattan,AM,11,15,23.0369181992089,0.539261636015822
Staten island,PM,10,45,38.932603648424525,0.22134792703150952
Staten Island,PM,07,45,37.85976363392738,0.24280472732145242
Manhattan,AM,12,00,22.924739861086824,0.5415052027782635
Manhattan,AM,05,15,29.770071700389845,0.4045985659922031
Staten island,PM,04,45,30.890952048417127,0.3821809590316575
Staten island,PM,11,30,38.95874284351144,0.2208251431297712
Staten island,AM,09,45,37.6596669793621,0.246806660412758
Staten Island,PM,08,30,38.94286279850721,0.2211427440298559
Manhattan,PM,01,00,23.482113220441946,0.5303577355911611
Manhattan,AM,06,00,29.996041712130207,0.4000791657573959
Staten island,PM,05,30,31.600778429073873,0.36798443141852255
Brooklyn,AM,01,30,40.14449036866948,0.19711019262661045
Bronx,AM,03,15,41.04656922969529,0.1790686154060943
Bronx,AM,10,00,32.609578755047856,0.34780842489904285
Manhattan,PM,03,45,18.824005500307702,0.6235198899938459
Manhattan,PM,10,30,24.214536466085473,0.5157092706782905
Bronx,AM,04,00,41.80355385920271,0.16392892281594584
Manhattan,AM,08,45,22.438130528347255,0.5512373894330549
Brooklyn,PM,03,15,31.504584814296482,0.36990830371407035
Manhattan,PM,04,30,17.60914070518626,0.6478171858962748
Queens,AM,01,00,43.51396827809876,0.12972063443802484
Brooklyn,PM,10,00,38.116560839334504,0.23766878321330998
Manhattan,AM,09,30,22.658522735055744,0.5468295452988852
Brooklyn,AM,08,15,32.72733845305804,0.3454532309388392
Bronx,AM,12,45,38.57424215532544,0.2285151568934911
Brooklyn,PM,04,00,30.626453689090543,0.3874709262181891
Brooklyn,AM,09,00,32.46328570714268,0.3507342858571464
Bronx,AM,06,45,36.01933045697298,0.2796133908605404
Bronx,PM,01,45,28.61613543656736,0.4276772912686527
Brooklyn,PM,12,45,33.48107391633655,0.3303785216732691
Bronx,AM,07,30,33.71585198891524,0.3256829602216952
Queens,AM,10,30,38.4253081977237,0.23149383604552598
Queens,AM,03,45,46.42090224869086,0.07158195502618281
Bronx,PM,02,30,27.41675078272293,0.4516649843455415
Brooklyn,PM,06,45,32.571443675987666,0.3485711264802467
Queens,AM,04,30,48.048680960161185,0.03902638079677634
